1024,1024,100,18584,2897715,2916299
1024,1024,100,17438,3014817,3032255
1024,1024,100,19679,2914654,2934333
1024,1024,100,17263,2909456,2926719
1024,1024,100,17153,2924396,2941549
1024,1024,100,16806,3082163,3098969
1024,1024,100,18489,2945412,2963901
1024,1024,100,20305,3054048,3074353
1024,1024,100,21115,2960030,2981145
1024,1024,100,18421,2972847,2991268
1024,1024,100,18611,2989472,3008083
1024,1024,100,17150,3038376,3055526
1024,1024,100,17827,3143300,3161127
1024,1024,100,17330,3073936,3091266
1024,1024,100,17172,2891712,2908884
1024,1024,100,17194,2919154,2936348
1024,1024,100,18114,2962064,2980178
1024,1024,100,17213,3029389,3046602
1024,1024,100,18611,2983447,3002058
1024,1024,100,17526,3142449,3159975
1024,1024,100,17847,3036461,3054308
1024,1024,100,19398,2957821,2977219
1024,1024,100,21855,2928884,2950739
1024,1024,100,19670,2931227,2950897
1024,1024,100,19930,3007422,3027352
1024,1024,100,18462,2937941,2956403
1024,1024,100,18321,3009197,3027518
1024,1024,100,18319,3030924,3049243
1024,1024,100,17389,2983233,3000622
1024,1024,100,18344,2974237,2992581
1024,1024,100,17245,2952059,2969304
1024,1024,100,18773,2948963,2967736
1024,1024,100,18403,2953900,2972303
1024,1024,100,19065,2932000,2951065
1024,1024,100,19805,2913683,2933488
1024,1024,100,18944,2929456,2948400
1024,1024,100,17575,2926371,2943946
1024,1024,100,17622,2994429,3012051
1024,1024,100,17980,3026501,3044481
1024,1024,100,17770,2919864,2937634
1024,1024,100,18661,2986061,3004722
1024,1024,100,17498,2991120,3008618
1024,1024,100,21499,2995377,3016876
1024,1024,100,17485,2990157,3007642
1024,1024,100,18474,2896840,2915314
1024,1024,100,16895,2876683,2893578
1024,1024,100,17398,2916484,2933882
1024,1024,100,35055,3013906,3048961
1024,1024,100,17483,2993944,3011427
1024,1024,100,18239,2996383,3014622
1024,1024,100,17772,3030188,3047960
1024,1024,100,17295,2924766,2942061
1024,1024,100,18048,2888149,2906197
1024,1024,100,17806,2898643,2916449
1024,1024,100,17545,2932634,2950179
1024,1024,100,17617,2977030,2994647
1024,1024,100,18532,2913010,2931542
1024,1024,100,18037,3004023,3022060
1024,1024,100,17312,3024317,3041629
1024,1024,100,19506,3022255,3041761
1024,1024,100,17575,2928431,2946006
1024,1024,100,18470,2925437,2943907
1024,1024,100,17756,2944266,2962022
1024,1024,100,18671,2926279,2944950
1024,1024,100,18438,2920225,2938663
1024,1024,100,17906,2901154,2919060
1024,1024,100,18023,2911740,2929763
1024,1024,100,17232,2876757,2893989
1024,1024,100,22192,2884257,2906449
1024,1024,100,18518,2874324,2892842
1024,1024,100,17719,2931545,2949264
1024,1024,100,17583,2877384,2894967
1024,1024,100,17060,2954248,2971308
1024,1024,100,17438,2952076,2969514
1024,1024,100,19149,2960457,2979606
1024,1024,100,17848,3042365,3060213
1024,1024,100,18113,2968069,2986182
1024,1024,100,18546,2956204,2974750
1024,1024,100,18501,3017833,3036334
1024,1024,100,17930,2966312,2984242
1024,1024,100,17452,3254170,3271622
1024,1024,100,19535,3015274,3034809
1024,1024,100,18803,3049940,3068743
1024,1024,100,19911,2985839,3005750
1024,1024,100,17630,3118139,3135769
1024,1024,100,17281,3072953,3090234
1024,1024,100,17802,3000489,3018291
1024,1024,100,17832,3060372,3078204
1024,1024,100,17012,3201383,3218395
1024,1024,100,18463,3207000,3225463
1024,1024,100,18230,3095463,3113693
1024,1024,100,17545,2896967,2914512
1024,1024,100,18258,2993128,3011386
1024,1024,100,17735,3039241,3056976
1024,1024,100,18201,2855484,2873685
1024,1024,100,17647,2893677,2911324
1024,1024,100,17673,3115329,3133002
1024,1024,100,19129,2895393,2914522
1024,1024,100,16997,2889464,2906461
1024,1024,100,16758,3036779,3053537
1024,1024,100,17761,2957910,2975671
1024,1024,100,18222,2896960,2915182
1024,1024,100,17559,3094670,3112229
1024,1024,100,18422,2992737,3011159
1024,1024,100,19405,3149268,3168673
1024,1024,100,17104,2967439,2984543
1024,1024,100,18432,2965239,2983671
1024,1024,100,18144,2850305,2868449
1024,1024,100,17296,2885669,2902965
1024,1024,100,17861,2922394,2940255
1024,1024,100,18432,2894266,2912698
1024,1024,100,18365,2967319,2985684
1024,1024,100,18750,3023817,3042567
1024,1024,100,17198,2922030,2939228
1024,1024,100,18250,2980051,2998301
1024,1024,100,17519,2961706,2979225
1024,1024,100,18652,2903229,2921881
1024,1024,100,17760,2866631,2884391
1024,1024,100,18088,2911721,2929809
1024,1024,100,17715,3009552,3027267
