256,128,0,1000,10,31,7518,35,7594
256,128,0,1000,6,16,7422,24,7468
256,128,0,1000,7,26,7878,19,7930
256,128,0,1000,7,25,9362,20,9414
256,128,0,1000,6,21,7570,24,7621
256,128,0,1000,7,18,8530,22,8577
256,128,0,1000,6,17,6723,17,6763
256,128,0,1000,9,17,7108,23,7157
256,128,0,1000,6,17,6865,18,6906
256,128,0,1000,6,22,7411,22,7461
1024,128,0,1000,16,17,6662,12,6707
1024,128,0,1000,16,21,6901,18,6956
1024,128,0,1000,16,19,6714,20,6769
1024,128,0,1000,16,17,7070,26,7129
1024,128,0,1000,34,19,7437,20,7510
1024,128,0,1000,16,25,7783,23,7847
1024,128,0,1000,17,41,7521,19,7598
1024,128,0,1000,17,17,6699,12,6745
1024,128,0,1000,16,18,6753,28,6815
1024,128,0,1000,16,18,7384,20,7438
4096,128,0,1000,59,18,7785,13,7875
4096,128,0,1000,59,17,8626,23,8725
4096,128,0,1000,59,17,8348,22,8446
4096,128,0,1000,59,17,8636,21,8733
4096,128,0,1000,82,33,8536,21,8672
4096,128,0,1000,108,17,8735,21,8881
4096,128,0,1000,58,16,8432,23,8529
4096,128,0,1000,59,25,7841,20,7945
4096,128,0,1000,59,17,8688,26,8790
4096,128,0,1000,59,17,8617,27,8720
16384,128,0,1000,238,17,12269,38,12562
16384,128,0,1000,244,25,11988,36,12293
16384,128,0,1000,237,32,12493,42,12804
16384,128,0,1000,236,17,12197,46,12496
16384,128,0,1000,285,18,13135,41,13479
16384,128,0,1000,237,18,12456,51,12762
16384,128,0,1000,236,17,12341,53,12647
16384,128,0,1000,238,19,12345,37,12639
16384,128,0,1000,238,18,12790,38,13084
16384,128,0,1000,276,17,13151,38,13482
65536,128,0,1000,1221,35,28126,85,29467
65536,128,0,1000,1078,24,28544,102,29748
65536,128,0,1000,979,24,28081,80,29164
65536,128,0,1000,1000,33,28459,86,29578
65536,128,0,1000,1391,75,28800,87,30353
65536,128,0,1000,1016,28,29017,139,30200
65536,128,0,1000,979,25,28632,82,29718
65536,128,0,1000,1062,40,28174,83,29359
65536,128,0,1000,1307,44,28500,86,29937
65536,128,0,1000,1077,80,28517,74,29748
262144,128,0,1000,4195,98,79066,268,83627
262144,128,0,1000,4692,149,74018,260,79119
262144,128,0,1000,3969,98,73533,240,77840
262144,128,0,1000,3953,41,74063,296,78353
262144,128,0,1000,5059,70,73868,253,79250
262144,128,0,1000,3959,43,73829,440,78271
262144,128,0,1000,4122,67,74010,245,78444
262144,128,0,1000,4084,59,88929,243,93315
262144,128,0,1000,3919,43,80491,313,84766
262144,128,0,1000,3949,45,73861,359,78214
1048576,128,0,1000,16717,252,273065,1003,291037
1048576,128,0,1000,16778,290,272114,953,290135
1048576,128,0,1000,16311,331,272587,901,290130
1048576,128,0,1000,16020,158,272845,1337,290360
1048576,128,0,1000,17175,232,272821,1006,291234
1048576,128,0,1000,16831,201,272708,937,290677
1048576,128,0,1000,16290,160,272997,1020,290467
1048576,128,0,1000,18278,420,272382,953,292033
1048576,128,0,1000,16632,386,274107,1119,292244
1048576,128,0,1000,16103,340,272825,1131,290399
4194304,128,0,1000,64962,1266,1066545,3477,1136250
4194304,128,0,1000,65964,1617,1065368,3542,1136491
4194304,128,0,1000,65995,989,1065205,2617,1134806
4194304,128,0,1000,66231,973,1065911,2531,1135646
4194304,128,0,1000,64908,1522,1063364,2621,1132415
4194304,128,0,1000,66272,994,1062887,2676,1132829
4194304,128,0,1000,66016,990,1063189,2717,1132912
4194304,128,0,1000,64581,1026,1059259,2724,1127590
4194304,128,0,1000,65420,1175,1061070,3165,1130830
4194304,128,0,1000,63857,1136,1061183,3898,1130074
